,Index Number,Name,Address,Project Status,Occupancy Year,Operator,Clientele - Families,Clientele - Seniors,Clientele - Other,Design - Accessible 1BR,Design - Accessible 2BR,Design - Accessible 3BR,Design - Accessible 4BR,Design - Accessible Studio,Design - Accessible Room,Design - Adaptable 1BR,Design - Adaptable 2BR,Design - Adaptable 3BR,Design - Adaptable 4BR,Design - Standard 1BR,Design - Standard 2BR,Design - Standard 3BR,Design - Standard 4BR,Design - Standard Studio,Design - Standard Room,URL,Geom,Local Area,Adaptable,Accessible,Standard
268,176,Kaslo Gardens Co-op,2775 Cooperative Way,Completed,1992,Kaslo Gardens Co-op Housing Association,70,0,15,0,0,0,0,0,0,0,0,0,0,15,23,47,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=176,POINT (-123.04775452 49.25738833),Renfrew-Collingwood,0,0,85
269,177,Still Creek Co-op,2730 Cooperative Way,Completed,1992,Still Creek Co-op Housing Association,54,0,11,0,0,0,0,0,0,0,0,0,0,11,20,34,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=177,POINT (-123.04889439 49.25732576),Renfrew-Collingwood,0,0,65
270,182,Granville House,1515 Granville St,Completed,1988,Affordable Housing Societies,0,84,0,7,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=182,POINT (-123.13159007 49.27394656),Downtown,0,7,77
271,183,Sitka Co-op,1550 Woodland Dr,Completed,1986,Sitka Co-op Housing Association,18,0,8,1,0,0,0,0,0,0,0,0,0,7,11,6,1,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=183,POINT (-123.07305553 49.27078715),Grandview-Woodland,0,1,25
272,184,Vancouver Native (Graveley St),1339 Graveley St,Completed,1988,BC Indigenous Housing Society,24,10,2,2,2,0,0,0,0,0,0,0,0,10,9,4,9,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=184,POINT (-123.07637895 49.27082772),Grandview-Woodland,0,4,32
273,185,Haro Park Tower,845 Bute St,Completed,1978,Haro Park Center Society,0,64,0,12,0,0,0,8,0,0,0,0,0,0,0,0,0,44,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=185,POINT (-123.12796978 49.28560414),West End,0,20,44
274,188,Tellier Towers,16 E Hastings St,Completed,1988,PHS Community Services Society,0,90,0,0,0,0,0,9,0,0,0,0,0,27,0,0,0,54,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=188,POINT (-123.1039242 49.28111217),Downtown,0,9,81
275,201,Eburne Landing Co-op,8828 Hudson St,Completed,1988,Eburne Landing Co-op Housing Association,20,0,16,4,3,1,0,0,0,0,0,0,0,12,8,8,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=201,POINT (-123.13433186 49.20534612),Marpole,0,8,28
276,206,MacLean Park - Phase I,705 Jackson Ave,Completed,1965,BC Housing,38,119,0,0,0,0,0,0,0,0,0,0,0,52,18,13,7,67,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=206,POINT (-123.09530078 49.27849526),Strathcona,0,0,157
277,208,Ukrainian Manor,7007 Kerr St,Completed,1970,Ukrainian Senior Citizens Association,0,36,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,27,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=208,POINT (-123.04186443 49.21945024),Killarney,0,0,36
278,210,Parkdale Manor,2740 W King Edward Ave,Completed,1964,Calling Ministries,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=210,POINT (-123.16606118 49.247574),Arbutus Ridge,0,0,52
279,217,Culloden Court,6100 Inverness St,Completed,1969,BC Housing,88,44,0,0,0,0,0,0,0,0,0,0,0,24,48,24,16,20,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=217,POINT (-123.07858498 49.22835508),Sunset,0,0,132
280,220,Creekview Co-op,1483 Lamey's Mill Rd,Completed,1985,Creekview Co-op Housing Association,65,0,38,0,0,0,0,0,0,0,0,0,0,38,38,27,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=220,POINT (-123.1370449 49.26932061),Fairview,0,0,103
281,223,Chinatown Lions Manor III,102 Main St,Completed,1989,Vancouver Chinatown Housing Society,0,54,0,3,0,0,0,0,0,0,0,0,0,45,0,0,0,6,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=223,POINT (-123.09909816 49.28382811),Strathcona,0,3,51
282,224,Station Park I,1189 Main St,Completed,1992,Affordable Housing Societies,34,9,2,2,0,0,0,0,0,0,0,0,0,9,21,13,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=224,POINT (-123.10049338 49.27408446),Downtown,0,2,43
283,225,Station Park II,1129 Main St,Completed,1992,Affordable Housing Societies,22,5,2,2,0,0,0,0,0,0,0,0,0,5,14,8,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=225,POINT (-123.10047839 49.27455606),Downtown,0,2,27
284,228,Fraser Lands Family Housing,2680 Blanche St,Completed,1992,Red Door Housing Society,43,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=228,POINT (-123.05288401 49.20659423),Killarney,0,0,43
285,233,Kiwanis Manor,8790 SW Marine Dr,Completed,1970,Vancouver Kiwanis Senior Citizens Housing Society,0,50,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,42,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=233,POINT (-123.14167031 49.20576794),Marpole,0,0,50
286,234,Magyar Otthon,1564 SW Marine Dr,Completed,1988,Canadian Hungarian Housing Society of BC,0,54,0,4,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=234,POINT (-123.14304507 49.20823363),Marpole,0,4,50
287,236,Arlington Grove Co-op,3410 McIntyre Dr,Completed,1984,Arlington Grove Co-op Housing Association,58,0,8,2,0,1,0,0,0,0,0,0,0,6,26,29,2,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=236,POINT (-123.0314457 49.21961153),Killarney,0,3,63
288,237,Bauer & Garden Villa,800 McLean Dr,Completed,1976,BC Housing,0,0,19,0,0,0,0,2,0,0,0,0,0,13,0,0,0,4,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=237,POINT (-123.07393952 49.27734561),Grandview-Woodland,0,2,17
289,239,McLean Apartment,1885 McLean Dr,Completed,1986,Coast Mental Health,0,0,25,0,0,0,0,0,0,0,0,0,0,5,0,0,0,20,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=239,POINT (-123.07596571 49.26809347),Grandview-Woodland,0,0,25
290,240,False Creek Co-op,711 Millyard,Completed,1977,False Creek Co-op Housing Association,66,0,16,0,0,0,0,0,0,0,0,0,0,12,29,15,22,4,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=240,POINT (-123.12174954 49.26694875),Fairview,0,0,82
291,241,Nanaimo Lane,16 Nanaimo St,Completed,1987,Affordable Housing Societies,27,0,5,5,0,0,0,0,0,0,0,0,0,0,9,17,1,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=241,POINT (-123.05609131 49.28423783),Hastings-Sunrise,0,5,27
292,242,Nanaimo Place,76 N Nanaimo St,Completed,1987,Affordable Housing Societies,20,0,4,1,0,0,0,0,0,0,0,0,0,3,14,6,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=242,POINT (-123.0560918 49.28535684),Hastings-Sunrise,0,1,23
293,243,Chelsea Lodge,3075 Nanaimo St,Completed,1962,New Chelsea Society,0,49,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=243,POINT (-123.05714229 49.25707726),Kensington-Cedar Cottage,0,0,50
294,247,Nicholson Towers,1115 Nelson St,Completed,1969,The Bloom Group,0,223,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,187,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=247,POINT (-123.12867658 49.28327763),West End,0,0,223
295,248,Sojourn Co-op,1763 Nelson St,Completed,1983,Sojourn Co-op Housing Association,18,0,12,4,2,1,0,0,0,0,0,0,0,8,13,2,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=248,POINT (-123.1377026 49.28912892),West End,0,7,23
296,249,Kelly Court,2929 Nootka St,Completed,1979,Metro Vancouver Housing Corporation,22,0,23,23,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=249,POINT (-123.04263316 49.25744846),Renfrew-Collingwood,0,45,0
297,251,Tidal Flats Co-op,1110 Odlum Dr,Completed,1983,Tidal Flats Co-op Housing Association,18,0,7,1,0,1,0,0,0,0,0,0,0,6,10,7,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=251,POINT (-123.07546996 49.27463356),Grandview-Woodland,0,2,23
298,253,May MacLean Place,128 N Nanaimo St,Completed,1992,Kiwassa Housing Society,22,0,1,0,0,0,0,1,0,0,0,0,0,0,14,8,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=253,POINT (-123.0558684 49.28599067),Hastings-Sunrise,0,1,22
299,257,Mau Dan Gardens Co-op,350 E Pender St,Completed,1982,Mau Dan Gardens Co-op Housing Association,27,0,25,0,0,0,0,0,0,0,0,0,0,25,15,12,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=257,POINT (-123.0957684 49.27984549),Strathcona,0,0,52
300,258,Lesya Ukrainka Manor,827 E Pender St,Completed,1988,Lesya Ukrainka Housing Society,0,26,0,2,0,0,0,0,0,0,0,0,0,19,0,0,0,5,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=258,POINT (-123.08649623 49.28038687),Strathcona,0,2,24
301,259,Rose Garden Co-op,853 E Pender St,Completed,1982,Rose Garden Co-op Housing Association,5,0,48,0,0,0,0,0,0,0,0,0,0,6,1,4,0,6,36,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=259,POINT (-123.0858665 49.28037655),Strathcona,0,0,53
302,267,Pendera,133 W Pender St,Completed,1990,BC Indigenous Housing Society,0,109,5,5,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=267,POINT (-123.10855569 49.28154278),Downtown,0,5,109
303,279,Vancouver Native (Pender St),1725 E Pender St,Completed,1994,BC Indigenous Housing Society,31,7,2,2,0,0,0,0,0,0,0,0,0,7,6,17,8,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=279,POINT (-123.06970069 49.28053613),Grandview-Woodland,0,2,38
304,283,Three Links Plaza,7349 Rebekah Dr,Completed,1984,Affordable Housing Societies,60,0,0,0,2,0,0,0,0,0,0,0,0,0,28,30,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=283,POINT (-123.03881384 49.2177027),Killarney,0,2,58
305,291,Beulah Garden Homes,2050 Rupert St,Completed,1965,Hopehill,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=291,POINT (-123.03326161 49.26621497),Hastings-Sunrise,0,0,48
306,292,Semlin Terrace,100 Semlin Dr,Completed,1977,Metro Vancouver Housing Corporation,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=292,POINT (-123.06334994 49.28365654),Grandview-Woodland,0,0,12
307,296,Strathearn Court,1873 Spyglass Place,Completed,1984,Metro Vancouver Housing Corporation,76,0,20,2,0,0,0,0,0,0,0,0,0,18,70,6,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=296,POINT (-123.11579149 49.26864189),Fairview,0,2,94
308,299,Lu'Ma Housing (Templeton Dr),225 N Templeton Dr,Completed,1984,Lu'Ma Native Housing Society,15,0,3,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=299,POINT (-123.0600295 49.28712107),Grandview-Woodland,0,0,18
309,305,Strathcona Co-op,730 Union St,Completed,1975,Strathcona Co-op Housing Association,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=305,POINT (-123.08921553 49.27720434),Strathcona,0,0,7
310,319,Southwynd Place,8080 Yukon St,Completed,1976,Vancouver Kiwanis Housing Society,0,89,0,1,0,0,0,8,0,0,0,0,0,13,0,0,0,67,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=319,POINT (-123.11404507 49.21174063),Marpole,0,9,80
311,321,Jeffrey Ross Residence,510 Alexander St,Completed,1993,Lookout Housing and Health Society,0,33,4,4,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=321,POINT (-123.09262135 49.2837058),Strathcona,0,4,33
312,323,Bridgeview Place,238 Davie St,Completed,1993,Brightside Community Homes Foundation,12,55,5,4,0,0,0,0,0,0,0,0,0,56,12,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=323,POINT (-123.12370772 49.27375636),Downtown,0,4,68
313,326,Lion's View - Building I,2950 Euclid Ave,Completed,1993,Brightside Community Homes Foundation,0,44,1,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=326,POINT (-123.04369648 49.24006198),Renfrew-Collingwood,0,0,45
314,338,Arbutus Co-op,2260 W 10th Ave,Completed,1999,Arbutus Co-op Housing Association,29,0,24,8,0,0,0,0,0,0,0,0,0,16,18,6,5,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=338,POINT (-123.15663359 49.26266126),Kitsilano,0,8,45
315,345,City Vista,671 W 8th Ave,Completed,1998,Affordable Housing Societies,26,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,1,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=345,POINT (-123.11938593 49.26443301),Fairview,0,0,26
316,348,Muir Manor,2588 Nanaimo St,Completed,1998,Brightside Community Homes Foundation,30,0,4,0,0,0,0,0,0,0,0,0,0,4,22,6,2,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=348,POINT (-123.0561524 49.26134544),Renfrew-Collingwood,0,0,34
317,356,New Portland Hotel,20 W  Hastings St,Completed,2000,PHS Community Services Society,0,0,86,0,0,0,0,0,8,0,0,0,0,18,0,0,0,0,60,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=356,POINT (-123.10547529 49.28138819),Downtown,0,8,78
